,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global38,0.74245,0.09449,0.06031,0.02279,0.01835,0.01293,0.00663,0.00592,0.00524,0.00345,0.00307,0.00263,0.00236,0.00197,0.00167,0.00148,0.00132,0.00121,0.00102,0.00086,0.00085,0.00066,0.00063,0.00058,0.00051,0.00049,0.00045,0.00041,0.00037,0.00034,0.00032,0.00029,0.00028,0.00024,0.00023,0.00022,0.00019,0.00018,0.00018,0.00016,0.00015,0.00014,0.00014,0.00013,0.00013,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,0
global39,0.65669,0.09322,0.06309,0.03667,0.02871,0.02313,0.01586,0.01271,0.00949,0.00736,0.00724,0.00507,0.00385,0.00358,0.00304,0.00264,0.00248,0.00209,0.00183,0.00169,0.00145,0.00137,0.0012,0.00108,0.001,0.00089,0.00087,8e-04,0.00079,0.00078,0.00068,0.00063,0.00054,0.00052,0.00048,0.00046,0.00041,4e-04,0.00039,0.00037,0.00032,0.00031,0.00028,0.00024,0.00023,0.00022,0.00022,0.00021,0.00019,0.00018,0.00017,0.00017,0.00015,0.00015,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,0
global40,0.74581,0.10368,0.04772,0.02106,0.01628,0.00864,0.00755,0.00686,0.00571,0.00428,0.00404,0.00283,0.00243,0.00217,0.0017,0.00144,0.00139,0.00121,0.00109,0.00094,9e-04,0.00083,0.00078,7e-04,0.00066,0.00062,0.00053,0.00051,0.00049,0.00044,4e-04,0.00038,0.00036,0.00035,0.00033,0.00028,0.00027,0.00025,0.00025,0.00024,0.00023,0.00021,0.00021,0.00019,0.00019,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,0
global41,0.4313,0.11981,0.11441,0.08589,0.03823,0.02648,0.02261,0.02169,0.01758,0.01277,0.0119,0.0084,0.00826,0.00745,0.00659,0.00582,0.00463,0.00419,0.00386,0.00334,0.00316,0.00301,0.00287,0.00273,0.00234,0.00203,0.0019,0.00181,0.00162,0.00148,0.00145,0.00138,0.00119,0.00114,0.00106,0.00103,0.00098,0.00096,0.00083,0.00082,8e-04,0.00071,0.00067,0.00065,0.00061,0.00055,0.00053,0.00049,0.00049,0.00044,0.00042,0.00041,0.00038,0.00036,0.00035,0.00031,0.00029,0.00028,0.00025,0.00024,0.00022,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00013,0.00012,0.00011,1e-04,0
global42,0.77062,0.12114,0.0395,0.01812,0.01,0.00733,0.005,0.0049,0.00348,0.00259,0.00218,0.00172,0.00146,0.00132,0.00098,0.00092,0.00082,0.00073,0.00069,0.00053,0.00049,0.00043,4e-04,0.00038,0.00036,0.00028,0.00026,0.00026,0.00022,0.00021,2e-04,0.00019,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global43,0.7288,0.12946,0.04491,0.02091,0.01507,0.01235,0.00928,0.00519,0.00436,0.00361,0.00299,0.00261,0.00224,0.00171,0.00149,0.00143,0.00123,0.00108,0.00098,0.00093,0.00069,0.00062,6e-04,0.00054,0.00052,0.00047,0.00041,4e-04,0.00036,0.00034,0.00033,0.00028,0.00027,0.00023,0.00022,0.00021,0.00018,0.00018,0.00017,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global44,0.75784,0.0863,0.06224,0.01808,0.01244,0.00879,0.0068,0.00614,0.00433,0.00411,0.00342,0.00278,0.00268,0.00229,0.00192,0.0018,0.00135,0.00126,0.00119,0.00118,0.0011,0.00087,0.00081,0.00075,0.00067,0.00066,0.00061,0.00051,0.00051,0.00046,0.00043,0.00038,0.00036,0.00032,0.00032,3e-04,3e-04,0.00025,0.00024,0.00021,0.00021,2e-04,0.00018,0.00017,0.00017,0.00016,0.00014,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,2e-05,2e-05,0
global45,0.65565,0.1068,0.07159,0.03918,0.0182,0.01567,0.01278,0.00898,0.0071,0.00653,0.00541,0.00528,0.00472,0.00378,0.00318,0.00278,0.00243,0.00228,0.00199,0.00193,0.00189,0.00167,0.00158,0.00137,0.00111,0.00106,0.00093,0.00089,0.00084,0.00081,0.00075,0.00075,7e-04,0.00062,0.00061,0.00053,5e-04,0.00048,0.00042,0.00038,0.00037,0.00037,0.00034,0.00032,3e-04,0.00028,0.00028,0.00026,0.00025,0.00024,0.00023,0.00023,0.00021,2e-04,0.00018,0.00018,0.00017,0.00016,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,6e-05,4e-05,0
global46,0.71698,0.09306,0.03985,0.02965,0.02574,0.0142,0.01203,0.00902,0.00746,0.00656,0.00454,0.00391,0.0036,0.00318,0.00268,0.00222,0.00198,0.00187,0.00174,0.0017,0.00154,0.00141,0.00123,0.00111,0.00095,9e-04,0.00088,0.00074,0.00069,0.00066,0.00059,0.00053,5e-04,0.00047,0.00041,0.00039,0.00037,0.00037,0.00033,0.00032,0.00028,0.00027,0.00025,0.00025,0.00022,0.00021,2e-04,0.00016,0.00016,0.00015,0.00014,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,2e-05,1e-05,0
global47,0.88367,0.05437,0.03055,0.00675,0.00504,0.00326,0.00262,0.00198,0.00174,0.00156,0.00126,0.00103,8e-04,0.00061,5e-04,0.00047,0.00043,0.00035,0.00032,0.00028,0.00021,0.00021,0.00019,0.00018,0.00017,0.00013,0.00011,1e-04,1e-04,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0
global48,0.73001,0.09156,0.06875,0.02792,0.01643,0.00938,0.00737,0.00616,0.00557,0.00408,0.00304,0.00284,0.00253,0.00216,0.00197,0.00166,0.00146,0.00139,0.00129,0.00092,0.00088,0.00083,0.00077,0.00072,7e-04,0.00065,6e-04,5e-04,5e-04,0.00048,0.00043,4e-04,0.00037,0.00034,0.00033,3e-04,0.00029,0.00027,0.00026,0.00025,0.00025,0.00023,0.00022,0.00021,2e-04,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global49,0.80839,0.09821,0.03106,0.01658,0.01095,0.00671,0.00412,0.00313,0.00266,0.00232,0.00174,0.00145,0.00124,0.00115,0.00103,0.00097,9e-04,0.00081,0.00058,0.00051,0.00045,0.00043,0.00038,0.00032,0.00032,0.00028,0.00023,0.00021,0.00021,0.00019,0.00017,0.00017,0.00015,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global50,0.78742,0.09819,0.05162,0.0194,0.00865,0.00745,0.00621,0.00342,0.00232,0.00187,0.00168,0.0014,0.00104,0.00082,0.00071,7e-04,0.00061,0.00052,0.00048,0.00041,0.00039,0.00036,0.00033,0.00029,0.00029,0.00026,0.00022,2e-04,0.00019,0.00018,0.00016,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global51,0.73611,0.08298,0.07053,0.01976,0.01817,0.01201,0.00902,0.00643,0.00564,0.00467,0.00379,0.00321,0.00249,0.00212,0.00189,0.00183,0.0015,0.00134,0.00115,0.00109,0.00101,0.00086,0.00074,0.00072,0.00069,0.00065,0.00063,6e-04,0.00056,0.00046,0.00045,0.00043,0.00041,0.00038,0.00037,0.00035,0.00033,0.00029,0.00028,0.00027,0.00026,0.00025,0.00024,0.00022,0.00021,0.00021,0.00019,0.00018,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,0
global52,0.66851,0.08187,0.04954,0.03333,0.0209,0.01772,0.01438,0.01288,0.01238,0.00932,0.00836,0.00669,0.00524,0.00505,0.00441,0.00368,0.00334,0.00308,0.00285,0.00272,0.00236,0.00226,0.00208,0.00174,0.00166,0.00152,0.00138,0.00135,0.00127,0.00117,0.00112,0.00102,0.00093,0.00089,0.00086,0.00077,0.00073,0.00069,0.00066,6e-04,0.00057,0.00054,0.00051,0.00048,0.00047,0.00043,0.00041,4e-04,0.00038,0.00036,0.00033,0.00032,0.00031,0.00029,0.00028,0.00026,0.00023,0.00023,0.00022,2e-04,0.00019,0.00017,0.00016,0.00015,0.00015,0.00014,0.00012,0.00012,0.00011,1e-04,9e-05,0
global53,0.63796,0.10682,0.04935,0.03798,0.03274,0.01925,0.01271,0.01147,0.00887,0.00749,0.00699,0.00594,0.00529,0.00469,0.00437,0.00361,0.00312,0.00277,0.00256,0.00245,0.00222,0.00211,0.00197,0.0018,0.00163,0.00157,0.00144,0.00134,0.0012,0.00116,0.0011,0.00101,0.00091,0.00087,0.00084,0.00075,0.00071,0.00066,0.00063,6e-04,0.00055,0.00053,0.00052,0.00048,0.00045,0.00044,0.00042,0.00041,0.00038,0.00038,0.00035,0.00034,3e-04,3e-04,0.00028,0.00027,0.00026,0.00025,0.00024,0.00022,0.00021,2e-04,0.00018,0.00018,0.00016,0.00015,0.00014,0.00013,0.00013,0.00011,9e-05,0
global54,0.83417,0.06724,0.03612,0.01311,0.0108,0.00734,0.00568,0.00408,0.00318,0.00267,0.0022,0.00161,0.0014,0.0011,0.00093,0.00081,0.00073,6e-04,0.00052,0.00051,0.00048,0.00041,0.00038,0.00031,0.00027,0.00025,0.00023,0.00021,0.00021,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global55,0.69993,0.08648,0.07162,0.03038,0.02956,0.01702,0.00993,0.00768,0.00608,0.00445,0.004,0.00352,0.0029,0.00263,0.00228,0.00204,0.00167,0.00155,0.00149,0.00121,0.00101,0.00099,0.00094,0.00083,0.00075,0.00065,0.00057,0.00054,5e-04,0.00047,0.00042,0.00039,0.00038,0.00036,0.00031,3e-04,0.00029,0.00025,0.00024,0.00023,0.00022,0.00021,2e-04,0.00018,0.00017,0.00017,0.00015,0.00014,0.00014,0.00012,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,2e-05,0
global56,0.75884,0.08059,0.04668,0.02047,0.01929,0.01338,0.00937,0.00749,0.00528,0.0043,0.00401,0.00283,0.00276,0.00222,0.0021,0.00175,0.00164,0.00152,0.00124,0.00111,0.00098,0.00089,0.00078,0.00073,0.00072,0.00067,0.00064,0.00056,0.00054,0.00045,0.00043,0.00041,0.00037,0.00035,0.00033,0.00029,0.00028,0.00026,0.00024,0.00022,0.00022,0.00021,0.00019,0.00018,0.00017,0.00016,0.00015,0.00015,0.00014,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,1e-05,0
global57,0.76804,0.10495,0.07025,0.0133,0.00977,0.00689,0.00405,0.00375,0.00251,0.00174,0.00159,0.00129,0.00124,0.00095,9e-04,0.00079,0.00062,0.00056,0.00054,5e-04,0.00043,0.00042,0.00035,0.00035,3e-04,0.00029,0.00026,0.00022,2e-04,0.00019,0.00018,0.00017,0.00016,0.00015,0.00015,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global58,0.79798,0.08435,0.06333,0.01589,0.00893,0.00482,0.0041,0.00297,0.00238,0.00166,0.00149,0.00141,0.00109,0.00105,8e-04,0.00069,0.00058,0.00049,0.00045,4e-04,0.00034,0.00033,0.00031,3e-04,3e-04,0.00027,0.00023,0.00021,2e-04,0.00018,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0
global59,0.71572,0.10212,0.05282,0.03409,0.01777,0.0132,0.00969,0.00745,0.0049,0.00403,0.00382,0.00315,0.00297,0.00247,0.00216,0.00189,0.00182,0.00171,0.00144,0.00132,0.00131,0.00106,0.001,0.00088,0.00079,0.00077,0.00063,0.00057,0.00056,0.00054,0.00047,0.00043,0.00043,0.00038,0.00037,0.00034,0.00032,0.00031,0.00029,0.00029,0.00027,0.00025,0.00024,0.00022,2e-04,0.00019,0.00018,0.00016,0.00015,0.00015,0.00013,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,0
global60,0.88282,0.06286,0.02926,0.00853,0.00355,0.00238,0.002,0.00126,0.00108,8e-04,0.00073,0.00067,0.00045,0.00037,0.00035,0.00031,0.00024,2e-04,0.00019,0.00019,0.00015,0.00013,0.00013,0.00012,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0,0,0,0
global61,0.69671,0.09409,0.04997,0.04063,0.02281,0.01599,0.01016,0.00907,0.00748,0.00551,0.00464,0.00446,0.00387,0.00327,0.00303,0.00247,0.00216,0.00173,0.00164,0.00155,0.00137,0.00115,0.00113,0.00104,0.00096,0.00091,0.00081,0.00076,0.00067,0.00063,0.00061,0.00056,0.00054,0.00053,0.00048,0.00046,0.00042,4e-04,0.00037,0.00034,0.00032,3e-04,0.00027,0.00026,0.00025,0.00024,0.00022,0.00021,2e-04,0.00019,0.00018,0.00016,0.00015,0.00014,0.00014,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,4e-05,0
global62,0.71505,0.11758,0.07169,0.02059,0.01498,0.00946,0.00796,0.00768,0.00523,0.00423,0.0031,0.00302,0.00215,0.00185,0.00145,0.00134,0.0011,0.00107,0.00102,0.00087,0.00082,0.00073,0.00068,0.00057,0.00051,0.00048,0.00041,0.00038,0.00035,3e-04,0.00028,0.00025,0.00025,0.00022,2e-04,0.00018,0.00016,0.00015,0.00014,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global63,0.85836,0.06496,0.03228,0.01293,0.00652,0.00541,0.00299,0.002,0.00157,0.00139,0.00129,0.00125,0.00118,0.00102,0.00063,0.00059,0.00053,5e-04,0.00042,0.00038,0.00028,0.00027,0.00024,0.00022,0.00021,0.00019,0.00018,0.00017,0.00015,0.00014,0.00013,0.00012,0.00011,9e-05,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global64,0.81442,0.11274,0.03527,0.01295,0.00509,0.00409,0.00226,0.00193,0.0016,0.00114,0.00107,0.00079,0.00071,0.00067,0.00053,0.00047,0.00039,0.00033,0.00029,0.00028,0.00025,0.00021,0.00019,0.00017,0.00015,0.00014,0.00014,0.00013,0.00011,1e-04,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global65,0.77707,0.08275,0.04586,0.02821,0.01355,0.01031,0.00786,0.00659,0.00476,0.00318,0.00233,0.00203,0.00172,0.00131,0.00114,0.00096,0.00087,0.00081,0.00076,0.00068,0.00058,0.00052,0.00044,0.00041,4e-04,0.00038,0.00036,0.00032,0.00027,0.00026,0.00023,0.00022,2e-04,0.00018,0.00016,0.00016,0.00015,0.00014,0.00013,0.00013,0.00011,1e-04,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,0
global66,0.8811,0.06424,0.02382,0.00754,0.0062,0.00478,0.00229,0.00137,0.00103,0.00086,0.00076,0.00068,0.00062,0.00045,0.00043,0.00041,0.00034,0.00031,0.00025,0.00021,2e-04,0.00018,0.00016,0.00015,0.00013,0.00012,0.00011,1e-04,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0
global67,0.59169,0.12974,0.115,0.0225,0.0195,0.0156,0.01319,0.01003,0.00833,0.0064,0.00539,0.00474,0.00432,0.00384,0.00346,0.00331,0.00281,0.0026,0.00231,0.00219,0.00199,0.00188,0.00177,0.00167,0.00158,0.00152,0.00143,0.00128,0.00117,0.00113,0.00105,0.00096,0.00086,0.00082,0.00082,0.00077,0.00073,7e-04,0.00068,0.00066,0.00062,0.00059,0.00059,0.00053,0.00048,0.00046,0.00045,0.00043,4e-04,0.00039,0.00037,0.00033,0.00033,0.00032,3e-04,0.00028,0.00026,0.00025,0.00023,0.00023,0.00022,0.00021,0.00019,0.00019,0.00018,0.00017,0.00015,0.00014,0.00013,1e-04,5e-05,0
global68,0.90715,0.03827,0.03048,0.00646,0.00377,0.00284,0.00272,0.00135,0.00087,0.00068,0.00066,0.00061,0.00054,0.00051,0.00034,0.00032,0.00028,0.00022,0.00019,0.00016,0.00014,0.00013,0.00011,1e-04,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0,0,0,0,0
global69,0.77934,0.09171,0.04855,0.02032,0.01607,0.00607,0.00565,0.00398,0.00297,0.00259,0.00229,0.00191,0.00181,0.00168,0.0012,0.00111,0.00095,0.00083,0.00074,0.00068,0.00063,0.00057,0.00054,5e-04,0.00048,0.00045,0.00041,0.00036,0.00034,0.00034,3e-04,0.00028,0.00027,0.00025,0.00024,0.00023,0.00022,2e-04,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00014,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,2e-05,0
global70,0.64332,0.09828,0.06194,0.03225,0.02263,0.01913,0.01367,0.01086,0.00855,0.00756,0.00655,0.00576,0.00453,0.00398,0.00393,0.00363,0.0034,0.00312,0.00288,0.00268,0.00257,0.00247,0.00214,0.00201,0.00197,0.00173,0.00163,0.00151,0.0015,0.00143,0.00126,0.0012,0.00112,0.0011,0.00099,0.00092,0.00092,0.00085,0.00081,0.00079,0.00075,0.00072,0.00069,0.00065,0.00061,6e-04,0.00058,0.00056,0.00051,5e-04,0.00047,0.00044,0.00043,0.00042,0.00041,0.00038,0.00036,0.00034,0.00034,0.00032,0.00029,0.00028,0.00027,0.00025,0.00023,0.00022,0.00021,0.00021,0.00018,0.00011,7e-05,0
global71,0.63094,0.10339,0.05547,0.04365,0.02678,0.02314,0.01604,0.01196,0.00926,0.00748,0.00681,0.00522,0.00502,0.00421,0.00384,0.00367,0.00342,0.00282,0.00258,0.00241,0.0022,0.00193,0.00186,0.00167,0.00153,0.00142,0.00127,0.00121,0.00118,0.00107,0.00103,0.00097,0.00088,0.00087,0.00087,0.00077,0.00068,0.00066,0.00063,6e-04,0.00057,0.00054,5e-04,0.00049,0.00047,0.00042,0.00041,0.00037,0.00035,0.00034,0.00032,0.00032,0.00031,0.00027,0.00027,0.00023,0.00022,0.00022,0.00021,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00014,0.00013,0.00011,1e-04,8e-05,7e-05,0
global72,0.7968,0.07249,0.06549,0.01893,0.01146,0.00646,0.00551,0.00428,0.00361,0.00213,0.00156,0.00144,0.00106,0.00099,0.00084,0.00074,0.00065,0.00051,0.00046,4e-04,0.00037,0.00032,0.00026,0.00024,0.00021,2e-04,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global73,0.47825,0.15477,0.07611,0.04777,0.04357,0.02657,0.01914,0.01428,0.01192,0.01112,0.01007,0.00843,0.00695,0.0063,0.00609,0.00534,0.00497,0.00421,0.00385,0.00371,0.00347,0.00308,0.00293,0.00284,0.00276,0.00254,0.00225,0.00217,0.00198,0.00181,0.00174,0.00166,0.00158,0.00147,0.00143,0.00135,0.00132,0.00122,0.00114,0.00109,0.00103,0.00096,0.00092,9e-04,0.00085,0.00081,0.00076,0.00074,0.00069,0.00067,0.00063,0.00062,0.00059,0.00055,0.00053,0.00052,5e-04,0.00045,0.00044,0.00042,4e-04,0.00038,0.00037,0.00034,3e-04,0.00028,0.00027,0.00026,0.00024,2e-04,0.00014,0
global74,0.79555,0.09036,0.0452,0.02604,0.00906,0.00719,0.00439,0.00358,0.00274,0.00213,0.00162,0.00133,0.0013,0.00099,0.00087,0.00079,0.00073,0.00062,0.00057,0.00047,0.00044,0.00036,0.00031,0.00027,0.00026,0.00024,0.00022,2e-04,0.00018,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0
global75,0.76319,0.11155,0.03828,0.01898,0.01666,0.00693,0.00637,0.00496,0.00468,0.00341,0.0025,0.0024,0.00196,0.00183,0.00142,0.00121,0.00108,0.00096,0.00092,9e-04,0.00077,0.00066,0.00063,0.00057,0.00052,5e-04,0.00045,0.00041,0.00035,0.00032,0.00032,0.00028,0.00026,0.00026,0.00023,0.00022,0.00021,2e-04,0.00019,0.00017,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,2e-05,2e-05,1e-05,0
